gcf	description	gene_name	accver	gene_location	locus_tag	organism_name	infraspecific_name	taxid	species_taxid
GCF_000830805.1	Campylobacter jejuni subsp. jejuni NCTC 11168-Kf1, complete genome	16S ribosomal RNA	NZ_CP006686.1	[696418:697936](+)	N919_RS03685	Campylobacter jejuni subsp. jejuni NCTC 11168-Kf1	strain=NCTC 11168-Kf1	1385723	197
GCF_000830825.1	Campylobacter jejuni subsp. jejuni NCTC 11168-mcK12E5, complete genome	16S ribosomal RNA	NZ_CP006687.1	[39248:40766](+)	N917_RS00150	Campylobacter jejuni subsp. jejuni NCTC 11168-mcK12E5	strain=NCTC 11168-mcK12E5	1385721	197
GCF_000830825.1	Campylobacter jejuni subsp. jejuni NCTC 11168-mcK12E5, complete genome	16S ribosomal RNA	NZ_CP006687.1	[394124:395642](+)	N917_RS02090	Campylobacter jejuni subsp. jejuni NCTC 11168-mcK12E5	strain=NCTC 11168-mcK12E5	1385721	197
GCF_000830825.1	Campylobacter jejuni subsp. jejuni NCTC 11168-mcK12E5, complete genome	16S ribosomal RNA	NZ_CP006687.1	[696420:697938](+)	N917_RS03680	Campylobacter jejuni subsp. jejuni NCTC 11168-mcK12E5	strain=NCTC 11168-mcK12E5	1385721	197
GCF_000830845.1	Campylobacter jejuni subsp. jejuni NCTC 11168-mfK12E5, complete genome	16S ribosomal RNA	NZ_CP006688.1	[39248:40766](+)	N918_RS00150	Campylobacter jejuni subsp. jejuni NCTC 11168-mfK12E5	strain=NCTC 11168-mfK12E5	1385722	197
GCF_000830845.1	Campylobacter jejuni subsp. jejuni NCTC 11168-mfK12E5, complete genome	16S ribosomal RNA	NZ_CP006688.1	[394124:395642](+)	N918_RS02090	Campylobacter jejuni subsp. jejuni NCTC 11168-mfK12E5	strain=NCTC 11168-mfK12E5	1385722	197
GCF_000830845.1	Campylobacter jejuni subsp. jejuni NCTC 11168-mfK12E5, complete genome	16S ribosomal RNA	NZ_CP006688.1	[696420:697938](+)	N918_RS03680	Campylobacter jejuni subsp. jejuni NCTC 11168-mfK12E5	strain=NCTC 11168-mfK12E5	1385722	197
GCF_000830865.1	Campylobacter jejuni subsp. jejuni NCTC 11168-GSv, complete genome	16S ribosomal RNA	NZ_CP006689.1	[39248:40766](+)	N837_RS00150	Campylobacter jejuni subsp. jejuni NCTC 11168-GSv	strain=NCTC 11168-rNRC	1385724	197
GCF_000830865.1	Campylobacter jejuni subsp. jejuni NCTC 11168-GSv, complete genome	16S ribosomal RNA	NZ_CP006689.1	[394126:395644](+)	N837_RS02095	Campylobacter jejuni subsp. jejuni NCTC 11168-GSv	strain=NCTC 11168-rNRC	1385724	197
GCF_000830865.1	Campylobacter jejuni subsp. jejuni NCTC 11168-GSv, complete genome	16S ribosomal RNA	NZ_CP006689.1	[696419:697937](+)	N837_RS03690	Campylobacter jejuni subsp. jejuni NCTC 11168-GSv	strain=NCTC 11168-rNRC	1385724	197
GCF_000835285.1	Campylobacter jejuni subsp. jejuni strain 00-1597, complete genome	16S ribosomal RNA	NZ_CP010306.1	[39093:40611](+)	PJ17_RS00150	Campylobacter jejuni subsp. jejuni	strain=00-1597	32022	197
GCF_000835285.1	Campylobacter jejuni subsp. jejuni strain 00-1597, complete genome	16S ribosomal RNA	NZ_CP010306.1	[398226:399744](+)	PJ17_RS02100	Campylobacter jejuni subsp. jejuni	strain=00-1597	32022	197
GCF_000835285.1	Campylobacter jejuni subsp. jejuni strain 00-1597, complete genome	16S ribosomal RNA	NZ_CP010306.1	[689512:691030](+)	PJ17_RS03595	Campylobacter jejuni subsp. jejuni	strain=00-1597	32022	197
GCF_000835305.1	Campylobacter jejuni subsp. jejuni strain 00-6200, complete genome	16S ribosomal RNA	NZ_CP010307.1	[37503:39021](+)	PJ18_RS00145	Campylobacter jejuni subsp. jejuni	strain=00-6200	32022	197
GCF_000835305.1	Campylobacter jejuni subsp. jejuni strain 00-6200, complete genome	16S ribosomal RNA	NZ_CP010307.1	[396286:397804](+)	PJ18_RS02105	Campylobacter jejuni subsp. jejuni	strain=00-6200	32022	197
GCF_000835305.1	Campylobacter jejuni subsp. jejuni strain 00-6200, complete genome	16S ribosomal RNA	NZ_CP010307.1	[697310:698828](+)	PJ18_RS03675	Campylobacter jejuni subsp. jejuni	strain=00-6200	32022	197
GCF_000835345.1	Campylobacter jejuni subsp. jejuni strain 01-1512, complete genome	16S ribosomal RNA	NZ_CP010072.1	[39260:40778](+)	PJ19_RS00150	Campylobacter jejuni subsp. jejuni	strain=01-1512	32022	197
GCF_000835345.1	Campylobacter jejuni subsp. jejuni strain 01-1512, complete genome	16S ribosomal RNA	NZ_CP010072.1	[436268:437786](+)	PJ19_RS02370	Campylobacter jejuni subsp. jejuni	strain=01-1512	32022	197
GCF_000835345.1	Campylobacter jejuni subsp. jejuni strain 01-1512, complete genome	16S ribosomal RNA	NZ_CP010072.1	[776839:778357](+)	PJ19_RS04255	Campylobacter jejuni subsp. jejuni	strain=01-1512	32022	197
GCF_000835365.1	Campylobacter jejuni subsp. jejuni strain 00-0949, complete genome	16S ribosomal RNA	NZ_CP010301.1	[39259:40777](+)	PJ16_RS00150	Campylobacter jejuni subsp. jejuni	strain=00-0949	32022	197
GCF_000835365.1	Campylobacter jejuni subsp. jejuni strain 00-0949, complete genome	16S ribosomal RNA	NZ_CP010301.1	[398518:400036](+)	PJ16_RS02105	Campylobacter jejuni subsp. jejuni	strain=00-0949	32022	197
GCF_000835365.1	Campylobacter jejuni subsp. jejuni strain 00-0949, complete genome	16S ribosomal RNA	NZ_CP010301.1	[739089:740607](+)	PJ16_RS03990	Campylobacter jejuni subsp. jejuni	strain=00-0949	32022	197
GCF_000934305.1	Campylobacter jejuni subsp. jejuni strain 35925, complete genome	16S ribosomal RNA	NZ_CP010906.1	[37531:39049](+)	UC78_RS00145	Campylobacter jejuni subsp. jejuni	strain=35925	32022	197
GCF_000934305.1	Campylobacter jejuni subsp. jejuni strain 35925, complete genome	16S ribosomal RNA	NZ_CP010906.1	[401902:403420](+)	UC78_RS02075	Campylobacter jejuni subsp. jejuni	strain=35925	32022	197
GCF_000934305.1	Campylobacter jejuni subsp. jejuni strain 35925, complete genome	16S ribosomal RNA	NZ_CP010906.1	[696753:698271](+)	UC78_RS03580	Campylobacter jejuni subsp. jejuni	strain=35925	32022	197
GCF_000954195.1	Campylobacter coli strain FB1, complete genome	16S ribosomal RNA	NZ_CP011015.1	[36949:38467](+)	VC76_RS00150	Campylobacter coli	strain=FB1	195	195
GCF_000954195.1	Campylobacter coli strain FB1, complete genome	16S ribosomal RNA	NZ_CP011015.1	[430096:431614](+)	VC76_RS02235	Campylobacter coli	strain=FB1	195	195
GCF_000954195.1	Campylobacter coli strain FB1, complete genome	16S ribosomal RNA	NZ_CP011015.1	[702766:704284](+)	VC76_RS03600	Campylobacter coli	strain=FB1	195	195
GCF_000967135.1	Campylobacter fetus subsp. venerealis str. 84-112, complete genome	16S ribosomal RNA	NZ_HG004426.1	[135670:137190](+)	CSG_RS00770	Campylobacter fetus subsp. venerealis str. 84-112	strain=84-112	688354	196
GCF_000967135.1	Campylobacter fetus subsp. venerealis str. 84-112, complete genome	16S ribosomal RNA	NZ_HG004426.1	[230420:231940](+)	CSG_RS01200	Campylobacter fetus subsp. venerealis str. 84-112	strain=84-112	688354	196
GCF_000967135.1	Campylobacter fetus subsp. venerealis str. 84-112, complete genome	16S ribosomal RNA	NZ_HG004426.1	[632956:634476](+)	CSG_RS03130	Campylobacter fetus subsp. venerealis str. 84-112	strain=84-112	688354	196
GCF_000982695.1	Helicobacter pylori J99, complete genome	16S ribosomal RNA	NZ_CP011330.1	[1235990:1237499](+)	YH61_RS05760	Helicobacter pylori J99	strain=J99	85963	210
GCF_000982695.1	Helicobacter pylori J99, complete genome	16S ribosomal RNA	NZ_CP011330.1	[1510926:1512435](+)	YH61_RS07160	Helicobacter pylori J99	strain=J99	85963	210
GCF_001017575.1	Campylobacter lari strain Slaughter Beach, complete genome	16S ribosomal RNA	NZ_CP011372.1	[433114:434633](+)	CD56_RS02290	Campylobacter lari	strain=Slaughter Beach	201	201
GCF_001017575.1	Campylobacter lari strain Slaughter Beach, complete genome	16S ribosomal RNA	NZ_CP011372.1	[486905:488424](+)	CD56_RS02590	Campylobacter lari	strain=Slaughter Beach	201	201
GCF_001017575.1	Campylobacter lari strain Slaughter Beach, complete genome	16S ribosomal RNA	NZ_CP011372.1	[1441070:1442589](-)	CD56_RS07425	Campylobacter lari	strain=Slaughter Beach	201	201
GCF_001190745.1	Campylobacter gracilis strain ATCC 33236, complete genome	16S ribosomal RNA	NZ_CP012196.1	[497360:498876](+)	CGRAC_RS02635	Campylobacter gracilis	strain=ATCC 33236	824	824
GCF_001190745.1	Campylobacter gracilis strain ATCC 33236, complete genome	16S ribosomal RNA	NZ_CP012196.1	[1617377:1618893](-)	CGRAC_RS08055	Campylobacter gracilis	strain=ATCC 33236	824	824
GCF_001190745.1	Campylobacter gracilis strain ATCC 33236, complete genome	16S ribosomal RNA	NZ_CP012196.1	[2017274:2018791](-)	CGRAC_RS10030	Campylobacter gracilis	strain=ATCC 33236	824	824
GCF_001190755.1	Campylobacter ureolyticus RIGS 9880, complete genome	16S ribosomal RNA	NZ_CP012195.1	[493321:494838](+)	CUREO_RS02435	Campylobacter ureolyticus RIGS 9880	strain=RIGS 9880	1032069	827
GCF_001190755.1	Campylobacter ureolyticus RIGS 9880, complete genome	16S ribosomal RNA	NZ_CP012195.1	[643633:645150](+)	CUREO_RS03155	Campylobacter ureolyticus RIGS 9880	strain=RIGS 9880	1032069	827
GCF_001190755.1	Campylobacter ureolyticus RIGS 9880, complete genome	16S ribosomal RNA	NZ_CP012195.1	[1536086:1537603](-)	CUREO_RS07760	Campylobacter ureolyticus RIGS 9880	strain=RIGS 9880	1032069	827
GCF_001298465.1	Campylobacter concisus strain ATCC 33237 chromosome, complete genome	16S ribosomal RNA	NZ_CP012541.1	[1115768:1117283](-)	CCON33237_RS05715	Campylobacter concisus	strain=ATCC 33237	199	199
GCF_001298465.1	Campylobacter concisus strain ATCC 33237 chromosome, complete genome	16S ribosomal RNA	NZ_CP012541.1	[1199390:1200905](-)	CCON33237_RS06135	Campylobacter concisus	strain=ATCC 33237	199	199
GCF_001298465.1	Campylobacter concisus strain ATCC 33237 chromosome, complete genome	16S ribosomal RNA	NZ_CP012541.1	[1686167:1687682](-)	CCON33237_RS08520	Campylobacter concisus	strain=ATCC 33237	199	199
GCF_001299565.1	Campylobacter jejuni subsp. jejuni strain RM3197, complete genome	16S ribosomal RNA	NZ_CP012689.1	[37381:38899](+)	CjjRM3197_RS00145	Campylobacter jejuni subsp. jejuni	strain=RM3197	32022	197
GCF_001299565.1	Campylobacter jejuni subsp. jejuni strain RM3197, complete genome	16S ribosomal RNA	NZ_CP012689.1	[397909:399427](+)	CjjRM3197_RS02105	Campylobacter jejuni subsp. jejuni	strain=RM3197	32022	197
GCF_001299565.1	Campylobacter jejuni subsp. jejuni strain RM3197, complete genome	16S ribosomal RNA	NZ_CP012689.1	[725287:726805](+)	CjjRM3197_RS03850	Campylobacter jejuni subsp. jejuni	strain=RM3197	32022	197
GCF_001299595.1	Campylobacter jejuni subsp. jejuni strain RM3196, complete genome	16S ribosomal RNA	NZ_CP012690.1	[37382:38900](+)	CjjRM3196_RS00145	Campylobacter jejuni subsp. jejuni	strain=RM3196	32022	197
GCF_001299595.1	Campylobacter jejuni subsp. jejuni strain RM3196, complete genome	16S ribosomal RNA	NZ_CP012690.1	[397912:399430](+)	CjjRM3196_RS02105	Campylobacter jejuni subsp. jejuni	strain=RM3196	32022	197
GCF_001299595.1	Campylobacter jejuni subsp. jejuni strain RM3196, complete genome	16S ribosomal RNA	NZ_CP012690.1	[725291:726809](+)	CjjRM3196_RS03850	Campylobacter jejuni subsp. jejuni	strain=RM3196	32022	197
GCF_001305715.1	Campylobacter coli strain BFR-CA-9557 genome	16S ribosomal RNA	NZ_CP011777.1	[284202:285718](-)	AB430_RS01495	Campylobacter coli	strain=BFR-CA-9557	195	195
GCF_001305715.1	Campylobacter coli strain BFR-CA-9557 genome	16S ribosomal RNA	NZ_CP011777.1	[683002:684518](+)	AB430_RS03680	Campylobacter coli	strain=BFR-CA-9557	195	195
GCF_001305715.1	Campylobacter coli strain BFR-CA-9557 genome	16S ribosomal RNA	NZ_CP011777.1	[945534:947050](+)	AB430_RS04995	Campylobacter coli	strain=BFR-CA-9557	195	195
GCF_001314285.1	Campylobacter jejuni strain RM1285, complete genome	16S ribosomal RNA	NZ_CP012696.1	[37501:39019](+)	AOD58_RS00145	Campylobacter jejuni	strain=RM1285	197	197
GCF_001314285.1	Campylobacter jejuni strain RM1285, complete genome	16S ribosomal RNA	NZ_CP012696.1	[395541:397059](+)	AOD58_RS02105	Campylobacter jejuni	strain=RM1285	197	197
GCF_001314285.1	Campylobacter jejuni strain RM1285, complete genome	16S ribosomal RNA	NZ_CP012696.1	[699679:701197](+)	AOD58_RS03675	Campylobacter jejuni	strain=RM1285	197	197
GCF_001412295.1	Campylobacter jejuni strain CJM1cam, complete genome	16S ribosomal RNA	NZ_CP012149.1	[37542:39060](+)	CJM1cam_RS00145	Campylobacter jejuni	strain=CJM1cam	197	197
GCF_001412295.1	Campylobacter jejuni strain CJM1cam, complete genome	16S ribosomal RNA	NZ_CP012149.1	[393314:394832](+)	CJM1cam_RS02045	Campylobacter jejuni	strain=CJM1cam	197	197
GCF_001412295.1	Campylobacter jejuni strain CJM1cam, complete genome	16S ribosomal RNA	NZ_CP012149.1	[696518:698036](+)	CJM1cam_RS03590	Campylobacter jejuni	strain=CJM1cam	197	197
GCF_001417615.1	Campylobacter coli strain CO2-160 genome	16S ribosomal RNA	NZ_CP013032.1	[106935:108453](+)	AR449_RS00645	Campylobacter coli	strain=CO2-160	195	195
GCF_001417615.1	Campylobacter coli strain CO2-160 genome	16S ribosomal RNA	NZ_CP013032.1	[1093032:1094550](-)	AR449_RS05685	Campylobacter coli	strain=CO2-160	195	195
GCF_001417615.1	Campylobacter coli strain CO2-160 genome	16S ribosomal RNA	NZ_CP013032.1	[1371933:1373451](-)	AR449_RS07080	Campylobacter coli	strain=CO2-160	195	195
GCF_001417635.1	Campylobacter coli strain HC2-48, complete genome	16S ribosomal RNA	NZ_CP013034.1	[894476:895994](-)	AR446_RS04580	Campylobacter coli	strain=HC2-48	195	195
GCF_001417635.1	Campylobacter coli strain HC2-48, complete genome	16S ribosomal RNA	NZ_CP013034.1	[1173634:1175152](-)	AR446_RS05975	Campylobacter coli	strain=HC2-48	195	195
GCF_001417635.1	Campylobacter coli strain HC2-48, complete genome	16S ribosomal RNA	NZ_CP013034.1	[1570900:1572418](+)	AR446_RS08155	Campylobacter coli	strain=HC2-48	195	195
GCF_001417655.1	Campylobacter coli strain CF2-75 genome	16S ribosomal RNA	NZ_CP013036.1	[106959:108477](+)	AR448_RS00650	Campylobacter coli	strain=CF2-75	195	195
GCF_001417655.1	Campylobacter coli strain CF2-75 genome	16S ribosomal RNA	NZ_CP013036.1	[1107332:1108850](-)	AR448_RS05770	Campylobacter coli	strain=CF2-75	195	195
GCF_001417655.1	Campylobacter coli strain CF2-75 genome	16S ribosomal RNA	NZ_CP013036.1	[1423835:1425353](-)	AR448_RS07455	Campylobacter coli	strain=CF2-75	195	195
GCF_001432345.1	Campylobacter jejuni strain T1-21 genome	16S ribosomal RNA	NZ_CP013116.1	[539:2057](+)	ASB61_RS00005	Campylobacter jejuni	strain=T1-21	197	197
GCF_001432345.1	Campylobacter jejuni strain T1-21 genome	16S ribosomal RNA	NZ_CP013116.1	[351318:352836](+)	ASB61_RS01950	Campylobacter jejuni	strain=T1-21	197	197
GCF_001432345.1	Campylobacter jejuni strain T1-21 genome	16S ribosomal RNA	NZ_CP013116.1	[654877:656395](+)	ASB61_RS03515	Campylobacter jejuni	strain=T1-21	197	197
GCF_001433495.1	Helicobacter pylori strain 29CaP, complete genome	16S ribosomal RNA	NZ_CP012907.1	[1172329:1173838](-)	OA23_RS05605	Helicobacter pylori	strain=29CaP	210	210
GCF_001433495.1	Helicobacter pylori strain 29CaP, complete genome	16S ribosomal RNA	NZ_CP012907.1	[1484105:1485614](-)	OA23_RS07210	Helicobacter pylori	strain=29CaP	210	210
GCF_001433515.1	Helicobacter pylori strain 7C, complete sequence	16S ribosomal RNA	NZ_CP012905.1	[1155872:1157382](-)	APV63_RS05420	Helicobacter pylori	strain=7C	210	210
GCF_001433515.1	Helicobacter pylori strain 7C, complete sequence	16S ribosomal RNA	NZ_CP012905.1	[1442344:1443854](-)	APV63_RS06885	Helicobacter pylori	strain=7C	210	210
GCF_001457695.1	Campylobacter jejuni genome assembly NCTC11351, chromosome : 1	16S ribosomal RNA	NZ_LN831025.1	[39132:40650](+)	AT682_RS00150	Campylobacter jejuni	strain=NCTC11351	197	197
GCF_001457695.1	Campylobacter jejuni genome assembly NCTC11351, chromosome : 1	16S ribosomal RNA	NZ_LN831025.1	[397047:398565](+)	AT682_RS02100	Campylobacter jejuni	strain=NCTC11351	197	197
GCF_001457695.1	Campylobacter jejuni genome assembly NCTC11351, chromosome : 1	16S ribosomal RNA	NZ_LN831025.1	[683551:685069](+)	AT682_RS03555	Campylobacter jejuni	strain=NCTC11351	197	197
GCF_001460635.1	Helicobacter typhlonius genome assembly htyphlonius_mit97-6810, chromosome : I	16S ribosomal RNA	NZ_LN907858.1	[170780:172439](+)	BN2458_RS00850	Helicobacter typhlonius		76936	76936
GCF_001460635.1	Helicobacter typhlonius genome assembly htyphlonius_mit97-6810, chromosome : I	16S ribosomal RNA	NZ_LN907858.1	[583945:585604](+)	BN2458_RS02905	Helicobacter typhlonius		76936	76936
GCF_001483985.1	Campylobacter iguaniorum strain 2463D, complete genome	16S ribosomal RNA	NZ_CP010995.1	[160959:162478](+)	CIG2463D_RS00855	Campylobacter iguaniorum	strain=2463D	1244531	1244531
GCF_001483985.1	Campylobacter iguaniorum strain 2463D, complete genome	16S ribosomal RNA	NZ_CP010995.1	[560718:562237](+)	CIG2463D_RS02940	Campylobacter iguaniorum	strain=2463D	1244531	1244531
GCF_001483985.1	Campylobacter iguaniorum strain 2463D, complete genome	16S ribosomal RNA	NZ_CP010995.1	[640570:642089](+)	CIG2463D_RS03290	Campylobacter iguaniorum	strain=2463D	1244531	1244531
GCF_001484645.1	Campylobacter fetus subsp. testudinum Sp3 chromosome, complete genome	16S ribosomal RNA	NZ_CP010953.1	[139030:140549](+)	CFTSP3_RS00780	Campylobacter fetus subsp. testudinum Sp3	strain=SP3	1244529	196
GCF_001484645.1	Campylobacter fetus subsp. testudinum Sp3 chromosome, complete genome	16S ribosomal RNA	NZ_CP010953.1	[525795:527314](+)	CFTSP3_RS02555	Campylobacter fetus subsp. testudinum Sp3	strain=SP3	1244529	196
GCF_001484645.1	Campylobacter fetus subsp. testudinum Sp3 chromosome, complete genome	16S ribosomal RNA	NZ_CP010953.1	[620202:621721](+)	CFTSP3_RS02985	Campylobacter fetus subsp. testudinum Sp3	strain=SP3	1244529	196
GCF_001506185.1	Campylobacter jejuni strain CJ677CC519, complete genome	16S ribosomal RNA	NZ_CP010471.1	[642035:643553](+)	RC25_RS03430	Campylobacter jejuni	strain=CJ677CC519	197	197
GCF_001506205.1	Campylobacter jejuni strain CJ677CC002, complete genome	16S ribosomal RNA	NZ_CP010472.1	[380013:381531](+)	QY02_RS02135	Campylobacter jejuni	strain=CJ677CC002	197	197
GCF_001506225.1	Campylobacter jejuni strain CJ677CC534, complete genome	16S ribosomal RNA	NZ_CP010473.1	[1570183:1571701](+)	RC40_RS08300	Campylobacter jejuni	strain=CJ677CC534	197	197
GCF_001506245.1	Campylobacter jejuni strain CJ677CC536, complete genome	16S ribosomal RNA	NZ_CP010474.1	[709920:711438](+)	RC42_RS03725	Campylobacter jejuni	strain=CJ677CC536	197	197
GCF_001506265.1	Campylobacter jejuni strain CJ677CC073, complete genome	16S ribosomal RNA	NZ_CP010475.1	[1666793:1668311](+)	RC17_RS08855	Campylobacter jejuni	strain=CJ677CC073	197	197
GCF_001506285.1	Campylobacter jejuni strain CJ677CC521, complete genome	16S ribosomal RNA	NZ_CP010476.1	[1564637:1566155](+)	RC27_RS08280	Campylobacter jejuni	strain=CJ677CC521	197	197
GCF_001506305.1	Campylobacter jejuni strain CJ677CC526, complete genome	16S ribosomal RNA	NZ_CP010477.1	[634991:636509](+)	RC32_RS03405	Campylobacter jejuni	strain=CJ677CC526	197	197
GCF_001506345.1	Campylobacter jejuni strain CJ677CC036, complete genome	16S ribosomal RNA	NZ_CP010479.1	[1655655:1657173](+)	RC06_RS08725	Campylobacter jejuni	strain=CJ677CC036	197	197
GCF_001506365.1	Campylobacter jejuni strain CJ677CC524, complete genome	16S ribosomal RNA	NZ_CP010480.1	[441154:442672](+)	RC30_RS02405	Campylobacter jejuni	strain=CJ677CC524	197	197
GCF_001506385.1	Campylobacter jejuni strain CJ677CC016, complete genome	16S ribosomal RNA	NZ_CP010481.1	[403258:404776](+)	RC00_RS02250	Campylobacter jejuni	strain=CJ677CC016	197	197
GCF_001506405.1	Campylobacter jejuni strain CJ677CC041, complete genome	16S ribosomal RNA	NZ_CP010482.1	[811136:812654](+)	RC09_RS04325	Campylobacter jejuni	strain=CJ677CC041	197	197
GCF_001506425.1	Campylobacter jejuni strain CJ677CC535, complete genome	16S ribosomal RNA	NZ_CP010483.1	[57777:59295](+)	RC41_RS00285	Campylobacter jejuni	strain=CJ677CC535	197	197
GCF_001506445.1	Campylobacter jejuni strain CJ677CC092, complete genome	16S ribosomal RNA	NZ_CP010488.1	[641383:642901](+)	RC21_RS03425	Campylobacter jejuni	strain=CJ677CC092	197	197
GCF_001506465.1	Campylobacter jejuni strain CJ677CC530, complete genome	16S ribosomal RNA	NZ_CP010489.1	[1639843:1641361](+)	RC36_RS08685	Campylobacter jejuni	strain=CJ677CC530	197	197
GCF_001506485.1	Campylobacter jejuni strain CJ677CC532, complete genome	16S ribosomal RNA	NZ_CP010490.1	[345031:346549](+)	RC38_RS01855	Campylobacter jejuni	strain=CJ677CC532	197	197
GCF_001506505.1	Campylobacter jejuni strain CJ677CC529, complete genome	16S ribosomal RNA	NZ_CP010491.1	[1621746:1623264](+)	RC35_RS08550	Campylobacter jejuni	strain=CJ677CC529	197	197
